 (1): Wavelength (A) 
 (2): Intrinsic SED (1e30 erg/s/A)
 (3 - 9): SED at angles [   0.0000000      0.26183301      0.52366602      0.78549999       1.0473300       1.3091700       1.5710000     ] (1e30 erg/s/A)
 (10): Angle averaged SED (1e30 erg/s/A)
 (11): Molecular cloud emission (1e30 erg/s/A)
 (12): Cirrus emission (1e30 erg/s/A)
  
            1            2            3            4            5            6            7            8            9           10           11           12
   9.5000E+01   2.3355E+11   2.3355E+11   2.3355E+11   2.3355E+11   2.3355E+11   2.3355E+11   2.3355E+11   2.3355E+11   2.3360E+11   0.0000E+00   0.0000E+00
   1.0186E+02   3.6680E+11   3.6680E+11   3.6680E+11   3.6680E+11   3.6680E+11   3.6680E+11   3.6680E+11   3.6680E+11   3.6687E+11   0.0000E+00   0.0000E+00
   1.0921E+02   3.7700E+11   3.7700E+11   3.7700E+11   3.7700E+11   3.7700E+11   3.7700E+11   3.7700E+11   3.7700E+11   3.7708E+11   0.0000E+00   0.0000E+00
   1.1709E+02   3.8500E+11   3.8500E+11   3.8500E+11   3.8500E+11   3.8500E+11   3.8500E+11   3.8500E+11   3.8500E+11   3.8507E+11   0.0000E+00   0.0000E+00
   1.2554E+02   4.1456E+11   4.1456E+11   4.1456E+11   4.1456E+11   4.1456E+11   4.1456E+11   4.1456E+11   4.1456E+11   4.1464E+11   0.0000E+00   0.0000E+00
   1.3460E+02   4.1716E+11   4.1716E+11   4.1716E+11   4.1716E+11   4.1716E+11   4.1716E+11   4.1716E+11   4.1716E+11   4.1724E+11   0.0000E+00   0.0000E+00
   1.4431E+02   4.5963E+11   4.5963E+11   4.5963E+11   4.5963E+11   4.5963E+11   4.5963E+11   4.5963E+11   4.5963E+11   4.5973E+11   0.0000E+00   0.0000E+00
   1.5473E+02   4.8134E+11   4.8134E+11   4.8134E+11   4.8134E+11   4.8134E+11   4.8134E+11   4.8134E+11   4.8134E+11   4.8144E+11   0.0000E+00   0.0000E+00
   1.6589E+02   4.8576E+11   4.8576E+11   4.8576E+11   4.8576E+11   4.8576E+11   4.8576E+11   4.8576E+11   4.8576E+11   4.8586E+11   0.0000E+00   0.0000E+00
   1.7786E+02   4.8656E+11   4.8656E+11   4.8656E+11   4.8656E+11   4.8656E+11   4.8656E+11   4.8656E+11   4.8656E+11   4.8666E+11   0.0000E+00   0.0000E+00
   1.9070E+02   4.8604E+11   4.8604E+11   4.8604E+11   4.8604E+11   4.8604E+11   4.8604E+11   4.8604E+11   4.8604E+11   4.8614E+11   0.0000E+00   0.0000E+00
   2.0446E+02   4.8814E+11   4.8814E+11   4.8814E+11   4.8814E+11   4.8814E+11   4.8814E+11   4.8814E+11   4.8814E+11   4.8824E+11   0.0000E+00   0.0000E+00
   2.1922E+02   4.8852E+11   4.8852E+11   4.8852E+11   4.8852E+11   4.8852E+11   4.8852E+11   4.8852E+11   4.8852E+11   4.8862E+11   0.0000E+00   0.0000E+00
   2.3504E+02   9.5679E+11   9.5679E+11   9.5679E+11   9.5679E+11   9.5679E+11   9.5679E+11   9.5679E+11   9.5679E+11   9.5698E+11   0.0000E+00   0.0000E+00
   2.5200E+02   1.5961E+12   1.5961E+12   1.5961E+12   1.5961E+12   1.5961E+12   1.5961E+12   1.5961E+12   1.5961E+12   1.5964E+12   0.0000E+00   0.0000E+00
   2.7019E+02   2.0315E+12   2.0315E+12   2.0315E+12   2.0315E+12   2.0315E+12   2.0315E+12   2.0315E+12   2.0315E+12   2.0319E+12   0.0000E+00   0.0000E+00
   2.8969E+02   2.0172E+12   2.0172E+12   2.0172E+12   2.0172E+12   2.0172E+12   2.0172E+12   2.0172E+12   2.0172E+12   2.0177E+12   0.0000E+00   0.0000E+00
   3.1059E+02   1.6947E+12   1.6947E+12   1.6947E+12   1.6947E+12   1.6947E+12   1.6947E+12   1.6947E+12   1.6947E+12   1.6950E+12   0.0000E+00   0.0000E+00
   3.3301E+02   1.9864E+12   1.9864E+12   1.9864E+12   1.9864E+12   1.9864E+12   1.9864E+12   1.9864E+12   1.9864E+12   1.9868E+12   0.0000E+00   0.0000E+00
   3.5704E+02   2.0774E+12   2.0774E+12   2.0774E+12   2.0774E+12   2.0774E+12   2.0774E+12   2.0774E+12   2.0774E+12   2.0779E+12   0.0000E+00   0.0000E+00
