 (1): Wavelength (A) 
 (2): Intrinsic SED (1e30 erg/s/A)
 (3 - 9): SED at angles [   0.0000000      0.26183301      0.52366602      0.78549999       1.0473300       1.3091700       1.5710000     ] (1e30 erg/s/A)
 (10): Angle averaged SED (1e30 erg/s/A)
 (11): Molecular cloud emission (1e30 erg/s/A)
 (12): Cirrus emission (1e30 erg/s/A)
  
            1            2            3            4            5            6            7            8            9           10           11           12
   9.5000E+01   3.3938E+10   3.3938E+10   3.3938E+10   3.3938E+10   3.3938E+10   3.3938E+10   3.3938E+10   3.3938E+10   3.3945E+10   0.0000E+00   0.0000E+00
   1.0186E+02   3.5513E+10   3.5513E+10   3.5513E+10   3.5513E+10   3.5513E+10   3.5513E+10   3.5513E+10   3.5513E+10   3.5520E+10   0.0000E+00   0.0000E+00
   1.0921E+02   3.5594E+10   3.5594E+10   3.5594E+10   3.5594E+10   3.5594E+10   3.5594E+10   3.5594E+10   3.5594E+10   3.5601E+10   0.0000E+00   0.0000E+00
   1.1709E+02   3.5655E+10   3.5655E+10   3.5655E+10   3.5655E+10   3.5655E+10   3.5655E+10   3.5655E+10   3.5655E+10   3.5662E+10   0.0000E+00   0.0000E+00
   1.2554E+02   3.6730E+10   3.6730E+10   3.6730E+10   3.6730E+10   3.6730E+10   3.6730E+10   3.6730E+10   3.6730E+10   3.6738E+10   0.0000E+00   0.0000E+00
   1.3460E+02   3.6793E+10   3.6793E+10   3.6793E+10   3.6793E+10   3.6793E+10   3.6793E+10   3.6793E+10   3.6793E+10   3.6801E+10   0.0000E+00   0.0000E+00
   1.4431E+02   3.7324E+10   3.7324E+10   3.7324E+10   3.7324E+10   3.7324E+10   3.7324E+10   3.7324E+10   3.7324E+10   3.7332E+10   0.0000E+00   0.0000E+00
   1.5473E+02   3.8176E+10   3.8176E+10   3.8176E+10   3.8176E+10   3.8176E+10   3.8176E+10   3.8176E+10   3.8176E+10   3.8183E+10   0.0000E+00   0.0000E+00
   1.6589E+02   3.8614E+10   3.8614E+10   3.8614E+10   3.8614E+10   3.8614E+10   3.8614E+10   3.8614E+10   3.8614E+10   3.8622E+10   0.0000E+00   0.0000E+00
   1.7786E+02   3.8735E+10   3.8735E+10   3.8735E+10   3.8735E+10   3.8735E+10   3.8735E+10   3.8735E+10   3.8735E+10   3.8743E+10   0.0000E+00   0.0000E+00
   1.9070E+02   3.8858E+10   3.8858E+10   3.8858E+10   3.8858E+10   3.8858E+10   3.8858E+10   3.8858E+10   3.8858E+10   3.8866E+10   0.0000E+00   0.0000E+00
   2.0446E+02   3.9545E+10   3.9545E+10   3.9545E+10   3.9545E+10   3.9545E+10   3.9545E+10   3.9545E+10   3.9545E+10   3.9553E+10   0.0000E+00   0.0000E+00
   2.1922E+02   3.9945E+10   3.9945E+10   3.9945E+10   3.9945E+10   3.9945E+10   3.9945E+10   3.9945E+10   3.9945E+10   3.9954E+10   0.0000E+00   0.0000E+00
