 (1): Wavelength (A) 
 (2): Intrinsic SED (1e30 erg/s/A)
 (3 - 9): SED at angles [   0.0000000      0.26183301      0.52366602      0.78549999       1.0473300       1.3091700       1.5710000     ] (1e30 erg/s/A)
 (10): Angle averaged SED (1e30 erg/s/A)
 (11): Molecular cloud emission (1e30 erg/s/A)
 (12): Cirrus emission (1e30 erg/s/A)
  
            1            2            3            4            5            6            7            8            9           10           11           12
   9.5000E+01   2.5421E+11   2.5421E+11   2.5421E+11   2.5421E+11   2.5421E+11   2.5421E+11   2.5421E+11   2.5421E+11   2.5426E+11   0.0000E+00   0.0000E+00
   1.0186E+02   3.5213E+11   3.5213E+11   3.5213E+11   3.5213E+11   3.5213E+11   3.5213E+11   3.5213E+11   3.5213E+11   3.5220E+11   0.0000E+00   0.0000E+00
   1.0921E+02   3.5945E+11   3.5945E+11   3.5945E+11   3.5945E+11   3.5945E+11   3.5945E+11   3.5945E+11   3.5945E+11   3.5952E+11   0.0000E+00   0.0000E+00
   1.1709E+02   3.6579E+11   3.6579E+11   3.6579E+11   3.6579E+11   3.6579E+11   3.6579E+11   3.6579E+11   3.6579E+11   3.6587E+11   0.0000E+00   0.0000E+00
   1.2554E+02   3.9582E+11   3.9582E+11   3.9582E+11   3.9582E+11   3.9582E+11   3.9582E+11   3.9582E+11   3.9582E+11   3.9590E+11   0.0000E+00   0.0000E+00
   1.3460E+02   3.9727E+11   3.9727E+11   3.9727E+11   3.9727E+11   3.9727E+11   3.9727E+11   3.9727E+11   3.9727E+11   3.9735E+11   0.0000E+00   0.0000E+00
   1.4431E+02   4.4232E+11   4.4232E+11   4.4232E+11   4.4232E+11   4.4232E+11   4.4232E+11   4.4232E+11   4.4232E+11   4.4241E+11   0.0000E+00   0.0000E+00
   1.5473E+02   4.6803E+11   4.6803E+11   4.6803E+11   4.6803E+11   4.6803E+11   4.6803E+11   4.6803E+11   4.6803E+11   4.6812E+11   0.0000E+00   0.0000E+00
   1.6589E+02   4.7370E+11   4.7370E+11   4.7370E+11   4.7370E+11   4.7370E+11   4.7370E+11   4.7370E+11   4.7370E+11   4.7379E+11   0.0000E+00   0.0000E+00
   1.7786E+02   4.7510E+11   4.7510E+11   4.7510E+11   4.7510E+11   4.7510E+11   4.7510E+11   4.7510E+11   4.7510E+11   4.7520E+11   0.0000E+00   0.0000E+00
   1.9070E+02   4.7556E+11   4.7556E+11   4.7556E+11   4.7556E+11   4.7556E+11   4.7556E+11   4.7556E+11   4.7556E+11   4.7566E+11   0.0000E+00   0.0000E+00
   2.0446E+02   4.7982E+11   4.7982E+11   4.7982E+11   4.7982E+11   4.7982E+11   4.7982E+11   4.7982E+11   4.7982E+11   4.7992E+11   0.0000E+00   0.0000E+00
   2.1922E+02   4.8141E+11   4.8141E+11   4.8141E+11   4.8141E+11   4.8141E+11   4.8141E+11   4.8141E+11   4.8141E+11   4.8151E+11   0.0000E+00   0.0000E+00
   2.3504E+02   6.9320E+11   6.9320E+11   6.9320E+11   6.9320E+11   6.9320E+11   6.9320E+11   6.9320E+11   6.9320E+11   6.9334E+11   0.0000E+00   0.0000E+00
   2.5200E+02   7.0318E+11   7.0318E+11   7.0318E+11   7.0318E+11   7.0318E+11   7.0318E+11   7.0318E+11   7.0318E+11   7.0332E+11   0.0000E+00   0.0000E+00
   2.7019E+02   6.7480E+11   6.7480E+11   6.7480E+11   6.7480E+11   6.7480E+11   6.7480E+11   6.7480E+11   6.7480E+11   6.7494E+11   0.0000E+00   0.0000E+00
   2.8969E+02   6.1685E+11   6.1685E+11   6.1685E+11   6.1685E+11   6.1685E+11   6.1685E+11   6.1685E+11   6.1685E+11   6.1697E+11   0.0000E+00   0.0000E+00
   3.1059E+02   5.7338E+11   5.7338E+11   5.7338E+11   5.7338E+11   5.7338E+11   5.7338E+11   5.7338E+11   5.7338E+11   5.7350E+11   0.0000E+00   0.0000E+00
   3.3301E+02   5.5064E+11   5.5064E+11   5.5064E+11   5.5064E+11   5.5064E+11   5.5064E+11   5.5064E+11   5.5064E+11   5.5075E+11   0.0000E+00   0.0000E+00
   3.5704E+02   5.1889E+11   5.1889E+11   5.1889E+11   5.1889E+11   5.1889E+11   5.1889E+11   5.1889E+11   5.1889E+11   5.1899E+11   0.0000E+00   0.0000E+00
   3.8280E+02   4.8754E+11   4.8754E+11   4.8754E+11   4.8754E+11   4.8754E+11   4.8754E+11   4.8754E+11   4.8754E+11   4.8764E+11   0.0000E+00   0.0000E+00
   4.1043E+02   4.8570E+11   4.8570E+11   4.8570E+11   4.8570E+11   4.8570E+11   4.8570E+11   4.8570E+11   4.8570E+11   4.8580E+11   0.0000E+00   0.0000E+00
   4.4005E+02   4.6033E+11   4.6033E+11   4.6033E+11   4.6033E+11   4.6033E+11   4.6033E+11   4.6033E+11   4.6033E+11   4.6042E+11   0.0000E+00   0.0000E+00
