 (1): Wavelength (A) 
 (2): Intrinsic SED (1e30 erg/s/A)
 (3 - 9): SED at angles [   0.0000000      0.26183301      0.52366602      0.78549999       1.0473300       1.3091700       1.5710000     ] (1e30 erg/s/A)
 (10): Angle averaged SED (1e30 erg/s/A)
 (11): Molecular cloud emission (1e30 erg/s/A)
 (12): Cirrus emission (1e30 erg/s/A)
  
            1            2            3            4            5            6            7            8            9           10           11           12
   9.5000E+01   1.4523E+12   3.5496E+09   5.7942E+09   1.0370E+10   2.1878E+10   1.7508E+10   1.2900E+10   1.9775E+10   1.5506E+10   5.5555E+08   0.0000E+00
   1.0186E+02   1.5516E+12   3.2619E+09   5.3282E+09   9.4755E+09   2.0451E+10   1.6435E+10   1.1978E+10   1.8555E+10   1.4464E+10   5.5461E+08   0.0000E+00
   1.0921E+02   1.5570E+12   3.2871E+09   5.3535E+09   9.5025E+09   2.0485E+10   1.6463E+10   1.2005E+10   1.8582E+10   1.4492E+10   5.6969E+08   0.0000E+00
   1.1709E+02   1.5618E+12   3.1017E+09   5.0571E+09   8.9391E+09   1.9474E+10   1.5674E+10   1.1378E+10   1.7745E+10   1.3769E+10   5.7649E+08   0.0000E+00
   1.2554E+02   1.6157E+12   2.7658E+09   4.5243E+09   7.9396E+09   1.7810E+10   1.4345E+10   1.0293E+10   1.6361E+10   1.2546E+10   5.7203E+08   0.0000E+00
   1.3460E+02   1.6170E+12   2.5653E+09   4.1800E+09   7.2861E+09   1.6706E+10   1.3410E+10   9.5523E+09   1.5375E+10   1.1710E+10   5.7466E+08   0.0000E+00
   1.4431E+02   1.6530E+12   2.3851E+09   3.8422E+09   6.6198E+09   1.5652E+10   1.2437E+10   8.7834E+09   1.4249E+10   1.0849E+10   5.7459E+08   0.0000E+00
   1.5473E+02   1.6915E+12   2.1935E+09   3.4914E+09   5.9386E+09   1.4683E+10   1.1490E+10   8.0244E+09   1.3117E+10   1.0008E+10   5.7054E+08   0.0000E+00
   1.6589E+02   1.7070E+12   2.0302E+09   3.1744E+09   5.2590E+09   1.3041E+10   1.0497E+10   7.3262E+09   1.2040E+10   9.0587E+09   5.6681E+08   0.0000E+00
   1.7786E+02   1.7078E+12   1.8958E+09   2.8838E+09   4.6364E+09   1.1509E+10   9.5231E+09   6.6621E+09   1.1001E+10   8.1570E+09   5.6261E+08   0.0000E+00
   1.9070E+02   1.7079E+12   1.8111E+09   2.6731E+09   4.1797E+09   1.0384E+10   8.7950E+09   6.1708E+09   1.0226E+10   7.4901E+09   5.6061E+08   0.0000E+00
   2.0446E+02   1.7321E+12   1.7798E+09   2.5735E+09   3.9505E+09   9.8370E+09   8.4619E+09   5.9468E+09   9.8835E+09   7.1781E+09   5.6330E+08   0.0000E+00
