 (1): Wavelength (A) 
 (2): Intrinsic SED (1e30 erg/s/A)
 (3 - 9): SED at angles [   0.0000000      0.26183301      0.52366602      0.78549999       1.0473300       1.3091700       1.5710000     ] (1e30 erg/s/A)
 (10): Angle averaged SED (1e30 erg/s/A)
 (11): Molecular cloud emission (1e30 erg/s/A)
 (12): Cirrus emission (1e30 erg/s/A)
  
            1            2            3            4            5            6            7            8            9           10           11           12
   9.5000E+01   2.0919E+12   3.9918E+11   7.1541E+11   8.6580E+11   1.1588E+12   1.1752E+12   1.3989E+12   1.3123E+12   1.1620E+12   0.0000E+00   0.0000E+00
   1.0186E+02   2.1395E+12   3.8612E+11   7.0991E+11   8.6408E+11   1.1664E+12   1.1862E+12   1.4149E+12   1.3219E+12   1.1703E+12   0.0000E+00   0.0000E+00
   1.0921E+02   2.1395E+12   3.8634E+11   7.1012E+11   8.6429E+11   1.1666E+12   1.1864E+12   1.4151E+12   1.3221E+12   1.1705E+12   0.0000E+00   0.0000E+00
   1.1709E+02   2.1395E+12   3.7514E+11   6.9900E+11   8.5329E+11   1.1569E+12   1.1783E+12   1.4069E+12   1.3117E+12   1.1612E+12   0.0000E+00   0.0000E+00
   1.2554E+02   2.1895E+12   3.5809E+11   6.8932E+11   8.4732E+11   1.1610E+12   1.1868E+12   1.4205E+12   1.3173E+12   1.1663E+12   0.0000E+00   0.0000E+00
   1.3460E+02   2.1895E+12   3.4228E+11   6.7312E+11   8.3106E+11   1.1466E+12   1.1750E+12   1.4083E+12   1.3015E+12   1.1524E+12   0.0000E+00   0.0000E+00
   1.4431E+02   2.1898E+12   3.2394E+11   6.5404E+11   8.1176E+11   1.1295E+12   1.1610E+12   1.3939E+12   1.2825E+12   1.1360E+12   0.0000E+00   0.0000E+00
   1.5473E+02   2.2217E+12   3.0618E+11   6.3969E+11   7.9921E+11   1.1242E+12   1.1603E+12   1.3957E+12   1.2768E+12   1.1317E+12   0.0000E+00   0.0000E+00
   1.6589E+02   2.2411E+12   2.8772E+11   6.2236E+11   7.8255E+11   1.1128E+12   1.1533E+12   1.3899E+12   1.2639E+12   1.1213E+12   6.0594E-41   0.0000E+00
   1.7786E+02   2.2412E+12   2.6724E+11   5.9963E+11   7.5888E+11   1.0915E+12   1.1363E+12   1.3718E+12   1.2395E+12   1.1009E+12   4.7766E-36   0.0000E+00
   1.9070E+02   2.2413E+12   2.5010E+11   5.8017E+11   7.3841E+11   1.0729E+12   1.1215E+12   1.3560E+12   1.2181E+12   1.0833E+12   4.8293E-31   0.0000E+00
   2.0446E+02   2.2765E+12   2.4212E+11   5.7549E+11   7.3537E+11   1.0765E+12   1.1286E+12   1.3659E+12   1.2217E+12   1.0876E+12   4.9191E-26   0.0000E+00
   2.1922E+02   2.2936E+12   2.2396E+11   5.5615E+11   7.1557E+11   1.0615E+12   1.1190E+12   1.3564E+12   1.2038E+12   1.0738E+12   4.9442E-21   0.0000E+00
   2.3504E+02   2.2978E+12   2.0810E+11   5.3644E+11   6.9421E+11   1.0424E+12   1.1047E+12   1.3408E+12   1.1810E+12   1.0559E+12   4.9772E-16   0.0000E+00
